2331;Flint Town;SHOW;2018;1.0;7,9;3633
176;The Last Days;MOVIE;1998;;7,9;4247
868;The Oath;SHOW;2011;1.0;7,9;9
2080;On My Block;SHOW;2018;4.0;7,9;15642
477;Jim Gaffigan: Beyond the Pale;MOVIE;2006;;7,9;3940
2672;Ee Nagaraniki Emaindi;MOVIE;2018;;7,9;2817
440;Den-noh Coil;SHOW;2007;1.0;7,9;863
1460;John Mulaney: The Comeback Kid;MOVIE;2015;;7,9;8471
2077;Ricky Gervais: Humanity;MOVIE;2018;;7,9;18523
1630;The Ivory Game;MOVIE;2016;;7,9;3243
2651;Armed to the Teeth;MOVIE;2018;;7,9;634
1923;I Am Not Your Negro;MOVIE;2017;;7,9;21632
1227;Queen of the South;SHOW;2016;5.0;7,9;28537
1721;Hibana: Spark;SHOW;2016;1.0;7,9;798
183;Jerry Seinfeld: I'm Telling You for the Last Time;MOVIE;1998;;7,9;5834
1479;The K2;SHOW;2016;1.0;7,9;5615
1617;The Princess Weiyoung;SHOW;2016;1.0;7,9;767
988;Resurrection: Ertugrul;SHOW;2014;5.0;7,9;35515
2875;Pad Man;MOVIE;2018;;7,9;25269
1862;Big Mouth;SHOW;2017;6.0;7,9;74660
2333;Struggle: The Life and Lost Art of Szukalski;MOVIE;2018;;7,9;4082
514;Kal Ho Naa Ho;MOVIE;2003;;7,9;68028
2011;My Next Guest Needs No Introduction With David Letterman;SHOW;2018;4.0;7,9;5194
1246;The OA;SHOW;2016;2.0;7,9;100911
955;KILL la KILL;SHOW;2013;1.0;7,9;13372
1270;Versailles;SHOW;2015;3.0;7,9;16273
2133;John Mulaney: Kid Gorgeous at Radio City;MOVIE;2018;;7,9;7696
570;Monty Python's Personal Best;SHOW;2006;1.0;7,9;437
2130;Suburra: Blood on Rome;SHOW;2017;3.0;7,9;14346
617;Dev.D;MOVIE;2009;;7,9;30389
232;Avvai Shanmugi;MOVIE;1996;;7,9;2528
1081;Mission Blue;MOVIE;2014;;7,9;1950
1277;Medici: Masters of Florence;SHOW;2016;3.0;7,9;18575
353;Transformers: Prime;SHOW;2010;4.0;7,9;6500
1901;Icarus;MOVIE;2017;;7,9;48672
1826;The Sinner;SHOW;2017;4.0;7,9;117055
1264;Into the Badlands;SHOW;2015;3.0;7,9;45628
2836;Monkey Twins;SHOW;2018;1.0;7,9;92
2596;Motown Magic;SHOW;2018;2.0;7,9;292
1131;Free to Play;MOVIE;2014;;7,9;13308
2542;Secret Superstar;MOVIE;2017;;7,9;24046
454;Jab We Met;MOVIE;2007;;7,9;51945
2174;Meteor Garden;SHOW;2018;1.0;7,9;3921
1519;Another Miss Oh;SHOW;2016;1.0;7,9;1769
1347;Mobile Suit Gundam: Iron-Blooded Orphans;SHOW;2015;2.0;7,9;1623
380;Boys Over Flowers;SHOW;2009;1.0;7,9;11579
2878;A Boy Named Flora A;SHOW;2017;2.0;7,9;314
1850;Altered Carbon;SHOW;2018;2.0;7,9;162018
2113;If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd;MOVIE;2018;;7,9;1285
1255;Bloodline;SHOW;2015;3.0;7,9;50028
1066;Dérapages;SHOW;2014;2.0;7,9;14
276;The Social Network;MOVIE;2010;;7,8;681286
1866;Imposters;SHOW;2017;2.0;7,8;13238
922;Nightcrawler;MOVIE;2014;;7,8;523686
2235;Erased;SHOW;2017;1.0;7,8;3596
2234;Myths & Monsters;SHOW;2017;1.0;7,8;811
224;Monty Python: Live at Aspen;MOVIE;1998;;7,8;1092
115;Gattaca;MOVIE;1997;;7,8;298168
2203;Memories of the Alhambra;SHOW;2018;1.0;7,8;5363
121;The Magic School Bus;SHOW;1994;4.0;7,8;9708
1253;The Hateful Eight;MOVIE;2015;;7,8;570138
597;Gangaajal;MOVIE;2003;;7,8;17029
